Region,Fuel,Year,ModalType,Value,Unnamed: 5,Unit,Source,Updated at,Updated by
DE_HB,Mobility_Passenger_Road,2036,MT_PSNG_ROAD_CONV,0.45,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2037,MT_PSNG_ROAD_CONV,0.4,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2038,MT_PSNG_ROAD_CONV,0.35,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2039,MT_PSNG_ROAD_CONV,0.3,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2026,MT_PSNG_ROAD_RE,0.04,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2027,MT_PSNG_ROAD_RE,0.045,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2028,MT_PSNG_ROAD_RE,0.05,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2029,MT_PSNG_ROAD_RE,0.055,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2031,MT_PSNG_ROAD_RE,0.074,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2032,MT_PSNG_ROAD_RE,0.088,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2033,MT_PSNG_ROAD_RE,0.102,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2034,MT_PSNG_ROAD_RE,0.116,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2036,MT_PSNG_ROAD_RE,0.152,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2037,MT_PSNG_ROAD_RE,0.174,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2038,MT_PSNG_ROAD_RE,0.196,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,Mobility_Passenger_Road,2039,MT_PSNG_ROAD_RE,0.218,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2026,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2027,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2028,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2029,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2031,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2032,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2033,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2034,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2036,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2037,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2038,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2039,MT_FRT_RAIL_RE,0.438,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2026,MT_FRT_RAIL_CONV,0.376,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2027,MT_FRT_RAIL_CONV,0.352,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2028,MT_FRT_RAIL_CONV,0.328,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2029,MT_FRT_RAIL_CONV,0.304,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2031,MT_FRT_RAIL_CONV,0.248,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2032,MT_FRT_RAIL_CONV,0.216,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2033,MT_FRT_RAIL_CONV,0.184,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2034,MT_FRT_RAIL_CONV,0.152,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2036,MT_FRT_RAIL_CONV,0.1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2037,MT_FRT_RAIL_CONV,0.08,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2038,MT_FRT_RAIL_CONV,0.06,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Rail,2039,MT_FRT_RAIL_CONV,0.04,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2026,MT_FRT_ROAD_CONV,0.876,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2027,MT_FRT_ROAD_CONV,0.832,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2028,MT_FRT_ROAD_CONV,0.788,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2029,MT_FRT_ROAD_CONV,0.744,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2031,MT_FRT_ROAD_CONV,0.66,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2032,MT_FRT_ROAD_CONV,0.62,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2033,MT_FRT_ROAD_CONV,0.58,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2034,MT_FRT_ROAD_CONV,0.54,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2036,MT_FRT_ROAD_CONV,0.46,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2037,MT_FRT_ROAD_CONV,0.42,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2038,MT_FRT_ROAD_CONV,0.38,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2039,MT_FRT_ROAD_CONV,0.34,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2031,MT_FRT_ROAD_RE,0.012,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2032,MT_FRT_ROAD_RE,0.014,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2033,MT_FRT_ROAD_RE,0.016,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2034,MT_FRT_ROAD_RE,0.018,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2036,MT_FRT_ROAD_RE,0.022,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2037,MT_FRT_ROAD_RE,0.024,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2038,MT_FRT_ROAD_RE,0.026,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Road,2039,MT_FRT_ROAD_RE,0.028,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2026,MT_FRT_SHIP_CONV,0.886,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2027,MT_FRT_SHIP_CONV,0.852,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2028,MT_FRT_SHIP_CONV,0.818,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2029,MT_FRT_SHIP_CONV,0.784,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2031,MT_FRT_SHIP_CONV,0.7,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2032,MT_FRT_SHIP_CONV,0.65,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2033,MT_FRT_SHIP_CONV,0.6,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2034,MT_FRT_SHIP_CONV,0.55,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2036,MT_FRT_SHIP_CONV,0.45,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2037,MT_FRT_SHIP_CONV,0.4,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2038,MT_FRT_SHIP_CONV,0.35,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2039,MT_FRT_SHIP_CONV,0.3,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2031,MT_FRT_SHIP_RE,0.062,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2032,MT_FRT_SHIP_RE,0.074,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2033,MT_FRT_SHIP_RE,0.086,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2034,MT_FRT_SHIP_RE,0.098,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2036,MT_FRT_SHIP_RE,0.134,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2037,MT_FRT_SHIP_RE,0.158,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2038,MT_FRT_SHIP_RE,0.182,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Freight_Ship,2039,MT_FRT_SHIP_RE,0.206,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2026,MT_PSNG_AIR_CONV,0.942,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2027,MT_PSNG_AIR_CONV,0.894,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2028,MT_PSNG_AIR_CONV,0.846,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2029,MT_PSNG_AIR_CONV,0.798,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2031,MT_PSNG_AIR_CONV,0.7,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2032,MT_PSNG_AIR_CONV,0.65,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2033,MT_PSNG_AIR_CONV,0.6,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2034,MT_PSNG_AIR_CONV,0.55,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2036,MT_PSNG_AIR_CONV,0.45,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2037,MT_PSNG_AIR_CONV,0.4,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2038,MT_PSNG_AIR_CONV,0.35,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2039,MT_PSNG_AIR_CONV,0.3,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2036,MT_PSNG_AIR_RE,0.024,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2037,MT_PSNG_AIR_RE,0.038,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2038,MT_PSNG_AIR_RE,0.052,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Air,2039,MT_PSNG_AIR_RE,0.066,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2026,MT_PSNG_BUS_CONV,0.82,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2027,MT_PSNG_BUS_CONV,0.79,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2028,MT_PSNG_BUS_CONV,0.76,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2029,MT_PSNG_BUS_CONV,0.73,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2031,MT_PSNG_BUS_CONV,0.66,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2032,MT_PSNG_BUS_CONV,0.62,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2033,MT_PSNG_BUS_CONV,0.58,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2034,MT_PSNG_BUS_CONV,0.54,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2036,MT_PSNG_BUS_CONV,0.45,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2037,MT_PSNG_BUS_CONV,0.4,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2038,MT_PSNG_BUS_CONV,0.35,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2039,MT_PSNG_BUS_CONV,0.3,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2026,MT_PSNG_BUS_RE,0.04,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2027,MT_PSNG_BUS_RE,0.045,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2028,MT_PSNG_BUS_RE,0.05,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2029,MT_PSNG_BUS_RE,0.055,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2031,MT_PSNG_BUS_RE,0.074,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2032,MT_PSNG_BUS_RE,0.088,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2033,MT_PSNG_BUS_RE,0.102,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2034,MT_PSNG_BUS_RE,0.116,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2036,MT_PSNG_BUS_RE,0.152,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2037,MT_PSNG_BUS_RE,0.174,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2038,MT_PSNG_BUS_RE,0.196,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Bus,2039,MT_PSNG_BUS_RE,0.218,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2026,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2027,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2028,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2029,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2031,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2032,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2033,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2034,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2036,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2037,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2038,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Metro,2039,MT_PSNG_Metro_RE,1,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2026,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2027,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2028,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2029,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2031,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2032,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2033,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2034,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2036,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2037,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2038,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2039,MT_PSNG_RAIL_RE,0.85,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2026,MT_PSNG_RAIL_CONV,0.09,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2027,MT_PSNG_RAIL_CONV,0.08,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2028,MT_PSNG_RAIL_CONV,0.07,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Rail,2029,MT_PSNG_RAIL_CONV,0.06,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2026,MT_PSNG_ROAD_CONV,0.886,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2027,MT_PSNG_ROAD_CONV,0.852,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2028,MT_PSNG_ROAD_CONV,0.818,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2029,MT_PSNG_ROAD_CONV,0.784,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2031,MT_PSNG_ROAD_CONV,0.7,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2032,MT_PSNG_ROAD_CONV,0.65,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2033,MT_PSNG_ROAD_CONV,0.6,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2034,MT_PSNG_ROAD_CONV,0.55,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2036,MT_PSNG_ROAD_CONV,0.45,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2037,MT_PSNG_ROAD_CONV,0.4,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2038,MT_PSNG_ROAD_CONV,0.35,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2039,MT_PSNG_ROAD_CONV,0.3,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2026,MT_PSNG_ROAD_RE,0.04,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,Mobility_Passenger_Road,2027,MT_PSNG_ROAD_RE,0.045,,Fraction,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
