Region,Technology,Fuel,Mode_of_operation,Year,Value,Unnamed: 6,Unit,Source,Updated at,Updated by
World,P_Oil,Oil,1,2020,2.8571,,PJ,Energy Agency Denmark (2024): Diesel engine farm,26.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2025,2.8571,,PJ,Energy Agency Denmark (2024): Diesel engine farm,26.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2030,2.8571,,PJ,Energy Agency Denmark (2024): Diesel engine farm,26.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2035,2.8571,,PJ,Energy Agency Denmark (2024): Diesel engine farm,26.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2040,2.8571,,PJ,Energy Agency Denmark (2024): Diesel engine farm,26.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2045,2.8571,,PJ,Energy Agency Denmark (2024): Diesel engine farm,26.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2050,2.8571,,PJ,Energy Agency Denmark (2024): Diesel engine farm,26.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2055,2.8571,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_Oil,Oil,1,2060,2.8571,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2018,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2020,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2025,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2030,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2035,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2040,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2045,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2050,0.1658,,km2,,,
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2055,0.1658,,km2,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2060,0.1658,,km2,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2018,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2020,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2025,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2030,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2035,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2040,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2045,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2050,0.1658,,km2,,,
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2055,0.1658,,km2,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,P_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2060,0.1658,,km2,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_ATR_CCS,Gas_Natural,1,All,1.36,,PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 ATR + CO2 capture large size centralized,09.10.2024,Stian Backe <stian.backe@sintef.no>
World,X_ATR_CCS,Power,1,All,0.04,,PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 ATR + CO2 capture large size centralized,09.10.2024,Stian Backe <stian.backe@sintef.no>
World,X_Alkaline_Electrolysis,Power,1,2018,1.7507,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2020,1.7323,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2025,1.7024,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2030,1.6086,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2035,1.5688,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2040,1.5309,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2045,1.4786,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2050,1.4297,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2055,1.4297,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Alkaline_Electrolysis,Power,1,2060,1.4297,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2018,1.7123,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2020,1.6667,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2025,1.626,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2030,1.5873,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2035,1.5444,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2040,1.5038,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2045,1.4652,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2050,1.4286,,PJ,Energy Agency Denmark (2024): Gasifier CFB Bio-SNG,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2055,1.4286,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Biofuel,Biomass,1,2060,1.4286,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Air,1,All,1,,Unit,irrelevant,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2018,5.724,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2020,5.724,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2025,5.2488,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2030,4.986,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2035,4.986,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2040,4.986,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2045,4.8618,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2050,4.7376,,PJ,Energy Agency Denmark (2024): Liquid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2055,4.7376,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_HT,Power,1,2060,4.7376,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Air,1,All,1,,Unit,irrelevant,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2018,6.66,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2020,6.3,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2025,5.4,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2030,5.4,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2035,5.0148,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2040,4.6296,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2045,4.2984,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2050,3.9672,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2055,3.9672,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Heat_Low_Industrial,1,2060,3.9672,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2018,0.9,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2020,0.9,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2025,0.9,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2030,0.81,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2035,0.7704,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2040,0.7308,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2045,0.693,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2050,0.6552,,PJ,Energy Agency Denmark (2024): Solid DAC,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2055,0.6552,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_DAC_LT,Power,1,2060,0.6552,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2018,1.7507,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2020,1.7323,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2025,1.7024,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2030,1.6086,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2035,1.5688,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2040,1.5309,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2045,1.4786,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2050,1.4297,,PJ,Energy Agency Denmark (2024): AEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2055,1.4297,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Electrolysis,Power,1,2060,1.4297,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Gasifier,LNG,1,All,1.0101,,PJ,PospÃƒÂ­Ã…Â¡il et al. (2019): https://doi.org/10.1016/j.rser.2018.09.027,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Gasifier,LBG,2,All,1.0101,,PJ,PospÃƒÂ­Ã…Â¡il et al. (2019): https://doi.org/10.1016/j.rser.2018.09.035,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Gasifier,LSG,3,All,1.0101,,PJ,PospÃƒÂ­Ã…Â¡il et al. (2019): https://doi.org/10.1016/j.rser.2018.09.043,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Gasifier,LH2,4,All,1.0101,,PJ,PospÃƒÂ­Ã…Â¡il et al. (2019): https://doi.org/10.1016/j.rser.2018.09.051,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Liquifier,Gas_Natural,1,All,1.0132,,PJ,FVV (2016): Renewables in Transport 2050,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Liquifier,Gas_Bio,2,All,1.0132,,PJ,FVV (2016): Renewables in Transport 2050,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Liquifier,Gas_Synth,3,All,1.0132,,PJ,FVV (2016): Renewables in Transport 2050,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Liquifier,H2,4,All,1.05,,PJ,Concawe and Aramco (2024): E-Fuels: A techno-economic assessment [...]: ISBN: 978-2-87567-184-4,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Methanation,H2,1,All,1.278,,PJ,EU reference scenario 2020 - Methanation  (per 1 kW or 1 MWh CH4 HHV),09.10.2024,Stian Backe <stian.backe@sintef.no>
World,X_Methanation,Biomass,2,All,1.5385,,PJ,"https://www.sciencedirect.com/science/article/pii/S0016236124017071 (upper CH4 value, 65%)",22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2018,1.9557,,PJ,Energy Agency Denmark (2024): PEMEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2020,1.9017,,PJ,Energy Agency Denmark (2024): PEMEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2025,1.8181,,PJ,Energy Agency Denmark (2024): PEMEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2030,1.7095,,PJ,Energy Agency Denmark (2024): PEMEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2035,1.6653,,PJ,Energy Agency Denmark (2024): PEMEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2040,1.6235,,PJ,Energy Agency Denmark (2024): PEMEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2045,1.5627,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2050,1.5063,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2055,1.5063,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_PEM_Electrolysis,Power,1,2060,1.5063,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2018,1.592,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2020,1.5308,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2025,1.4214,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2030,1.363,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2035,1.3446,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2040,1.3267,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2045,1.3267,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2050,1.3267,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2055,1.3267,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,H2,1,2060,1.3267,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2018,0.008,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2020,0.0077,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2025,0.0071,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2030,0.0068,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2035,0.0068,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2040,0.0067,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2045,0.0067,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2050,0.0067,,PJ,Energy Agency Denmark (2024): Hydrogen to jet,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2055,0.0067,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Powerfuel,Power,1,2060,0.0067,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SMR,Gas_Natural,1,All,1.5,,PJ,Oni et al. 20222: https://doi.org/10.1016/j.enconman.2022.115245,10.04.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SMR,Power,1,All,0.0288,,PJ,Oni et al. 20222: https://doi.org/10.1016/j.enconman.2022.115245,10.04.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2018,0.3148,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2020,0.3108,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2025,0.3042,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2030,0.2802,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2035,0.2719,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2040,0.2637,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2045,0.2601,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2050,0.2567,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2055,0.2567,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Heat_Medium_Industrial,1,2060,0.2567,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2018,1.2209,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2020,1.2051,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2025,1.1797,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2030,1.1568,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2035,1.1554,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2040,1.1539,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2045,1.1384,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2050,1.1233,,PJ,Energy Agency Denmark (2024): SOEC,03.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2055,1.1233,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_SOEC_Electrolysis,Power,1,2060,1.1233,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_ETS_Buy,ETS,1,All,1,,Unit,irrelevant,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,Z_ETS_Sell,ETS_Source,1,All,1,,Unit,irrelevant,04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,X_Convert_HD,Heat_District,1,All,1.1538,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
BG,X_Convert_HD,Heat_District,1,All,1.3201,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
HR,X_Convert_HD,Heat_District,1,All,1.2327,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,X_Convert_HD,Heat_District,1,All,1.4646,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
DK,X_Convert_HD,Heat_District,1,All,1.2267,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
EE,X_Convert_HD,Heat_District,1,All,1.1839,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,X_Convert_HD,Heat_District,1,All,1.1074,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,X_Convert_HD,Heat_District,1,All,1.3173,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive,26.02.2026,Nikita Moskalenko <nim@wip.tu-berlin.de>
