Region,Region2,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
DE,AT,Power,2039,1.35,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2031,0.12,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2032,0.24,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2033,0.36,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2034,0.48,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2036,0.6,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2037,0.6,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2038,0.6,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2039,0.6,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2026,0.43,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2027,0.36,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2028,0.29,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2029,0.22,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2031,0.17,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2032,0.19,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2033,0.21,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2034,0.23,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2036,0.25,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2037,0.25,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2038,0.25,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2039,0.25,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2026,0.8,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2027,0.6,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2028,0.4,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2029,0.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2026,0.54,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2027,0.78,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2028,1.02,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2029,1.26,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2031,1.35,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2032,1.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2033,1.05,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2034,0.9,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2036,0.75,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2037,0.75,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2038,0.75,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2039,0.75,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2026,0.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2027,0.4,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2028,0.6,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2029,0.8,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2031,0.84,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2032,0.68,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2033,0.52,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2034,0.36,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2036,0.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2037,0.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2038,0.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2039,0.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2026,0.84,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2027,0.63,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2028,0.42,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2029,0.21,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2026,1.68,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2027,1.36,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2028,1.04,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2029,0.72,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2031,0.32,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2032,0.24,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2033,0.16,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2034,0.08,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2026,0.14,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2027,0.28,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2028,0.42,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2029,0.56,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2031,0.56,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2032,0.42,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2033,0.28,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2034,0.14,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2026,0.28,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2027,0.56,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2028,0.84,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2029,1.12,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2031,1.12,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2032,0.84,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2033,0.56,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2034,0.28,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2026,0.8,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2027,0.6,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2028,0.4,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2029,0.2,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2026,1.12,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2027,0.84,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2028,0.56,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2029,0.28,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2036,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2037,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2038,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2039,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2036,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2037,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2038,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2039,0.0,,PJ,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2026,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2027,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2028,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2029,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2034,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2036,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2037,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2038,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2039,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2026,0.88,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2027,0.66,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2028,0.44,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2029,0.22,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2031,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2032,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2033,0.0,,GW,interpolated,02.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
