Region,Technology,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
DE_BW,R_Residues,2036,23.9833,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Residues,2037,23.9833,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Residues,2038,23.9833,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Residues,2039,23.9833,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2026,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2027,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2028,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2029,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2031,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2032,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2033,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2034,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2036,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2037,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2038,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Roundwood,2039,28.1004,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2026,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2027,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2028,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2029,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2031,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2032,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2033,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2034,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2036,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2037,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2038,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,R_Wood,2039,3.94641,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2026,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2027,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2028,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2029,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2031,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2032,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2033,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2034,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2036,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2037,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2038,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,P_Geothermal,2039,5.99832,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2026,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2027,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2028,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2029,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2031,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2032,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2033,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2034,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2036,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2037,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2038,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Biogas,2039,7.20853,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2026,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2027,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2028,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2029,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2031,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2032,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2033,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2034,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2036,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2037,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2038,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Grass,2039,9.9485,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2026,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2027,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2028,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2029,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2031,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2032,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2033,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2034,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2036,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2037,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2038,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Paper_Cardboard,2039,5.13854,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2026,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2027,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2028,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2029,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2031,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2032,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2033,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2034,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2036,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2037,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2038,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Residues,2039,69.6368,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2026,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2027,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2028,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2029,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2031,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2032,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2033,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2034,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2036,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2037,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2038,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Roundwood,2039,54.8099,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2026,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2027,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2028,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2029,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2031,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2032,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2033,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2034,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2036,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2037,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2038,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,R_Wood,2039,5.32336,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2026,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2027,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2028,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2029,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2031,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2032,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2033,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2034,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2036,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2037,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2038,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,P_Geothermal,2039,0.20628,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2026,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2027,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2028,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2029,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2031,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2032,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2033,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2034,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2036,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2037,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2038,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Biogas,2039,0.000206315,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2026,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2027,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2028,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2029,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2031,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2032,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2033,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2034,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2036,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2037,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2038,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Grass,2039,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2026,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2027,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2028,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2029,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2031,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2032,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2033,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2034,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2036,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2037,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2038,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Paper_Cardboard,2039,0.00014707,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2026,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2027,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2028,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2029,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2031,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2032,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2033,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2034,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2036,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2037,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2038,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Residues,2039,0.00699973,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2026,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2027,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2028,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2029,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2031,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2032,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2033,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2034,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2036,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2037,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2038,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Roundwood,2039,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2026,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2027,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2028,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2029,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2031,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2032,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2033,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2034,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2036,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2037,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2038,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,R_Wood,2039,0.001,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2026,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2027,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2028,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2029,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2031,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2032,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2033,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2034,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2036,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2037,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2038,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,P_Geothermal,2039,0.95292,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2026,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2027,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2028,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2029,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2031,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2032,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2033,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,R_Biogas,2034,1.86964,,PJ,interpolated,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
