Region,Year,Value,Unnamed: 3,Unit,Source,Updated at,Updated by
PT,2040,0.2064,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,2045,0.2193,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,2050,0.2322,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,2055,0.2322,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PT,2060,0.2322,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2018,35.5896,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2020,35.5896,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2021,35.3128,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2025,34.2056,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2030,32.8215,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2035,31.4375,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2040,30.0534,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2045,28.6694,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2050,27.2854,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2055,27.2854,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
RO,2060,27.2854,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2018,183.4236,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2020,183.4236,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2021,182.8251,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2025,180.4309,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2030,177.4381,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2035,174.4454,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2040,171.4527,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2045,168.4599,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2050,165.4672,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2055,165.4672,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SE,2060,165.4672,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2018,6.8292,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2020,6.8292,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2021,6.7922,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2025,6.6443,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2030,6.4594,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2035,6.2744,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2040,6.0895,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2045,5.9046,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2050,5.7197,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2055,5.7197,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SI,2060,5.7197,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2018,51.3756,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2020,51.3756,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2021,50.8845,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2025,48.92,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2030,46.4644,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2035,44.0088,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2040,41.5532,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2045,39.0976,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2050,36.642,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2055,36.642,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SK,2060,36.642,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2018,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2020,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2021,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2025,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2030,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2035,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2040,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2045,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2050,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2055,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,2060,0,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2018,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2020,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2021,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2025,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2030,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2035,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2040,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2045,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2050,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2055,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
UK,2060,43.2,,PJ,European Commission: District heating and cooling in the European Union + Fallahnejad et al. 2024: District heating potential in the EU-27 (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2018,368.7264,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2020,368.7264,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2021,368.3304,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2025,366.7462,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2030,364.766,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2035,362.7858,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2040,360.8056,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2045,358.8255,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2050,356.8453,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2055,356.8453,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
California,2060,356.8453,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2018,91.44,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2020,91.44,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2021,96.0257,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2025,114.3687,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2030,137.2974,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2035,160.2262,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2040,183.1549,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2045,206.0836,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2050,229.0123,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2055,229.0123,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
WECC,2060,229.0123,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2018,22.7952,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2020,22.7952,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2021,23.1497,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2025,24.5679,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2030,26.3407,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2035,28.1134,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2040,29.8862,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2045,31.6589,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2050,33.4316,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2055,33.4316,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,2060,33.4316,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2018,1.278,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2020,1.278,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2021,1.2996,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2025,1.386,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2030,1.4939,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2035,1.6019,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2040,1.7099,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2045,1.8179,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2050,1.9258,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2055,1.9258,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
MISO,2060,1.9258,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2018,70.2,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2020,70.2,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2021,69.5513,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2025,66.9563,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2030,63.7126,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2035,60.4688,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2040,57.2251,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2045,53.9814,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2050,50.7377,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2055,50.7377,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ERCOT,2060,50.7377,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2018,60.4584,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2020,60.4584,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2021,60.4283,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2025,60.3077,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2030,60.157,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2035,60.0063,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2040,59.8556,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2045,59.7049,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2050,59.5542,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2055,59.5542,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SERC,2060,59.5542,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2018,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2020,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2021,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2025,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2030,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2035,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2040,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2045,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2050,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2055,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
PJM,2060,0,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2018,233.4564,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2020,233.4564,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2021,231.4222,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2025,223.2852,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2030,213.114,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2035,202.9428,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2040,192.7717,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2045,182.6005,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2050,172.4293,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2055,172.4293,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,2060,172.4293,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2018,33.4404,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2020,33.4404,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2021,34.8182,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2025,40.3294,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2030,47.2183,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2035,54.1073,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2040,60.9963,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2045,67.8853,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2050,74.7742,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2055,74.7742,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,2060,74.7742,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
Canada,2018,1.9188,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
Canada,2020,1.9188,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
Canada,2021,2.748,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
Canada,2025,6.0649,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
Canada,2030,10.2111,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
Canada,2035,14.3572,,PJ,dummy data - empty entry,10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
